up,dn,Average Experimental Interactions ($\pi^\alpha$),Average Published Claims ($\hat\mu^\alpha$)
3565,1236,0.6568468973923628,1.0
3565,1277,0.48726912778664644,1.0
3565,1380,0.4768123771560476,1.0
3565,1385,0.44806255245057114,1.0
3565,1432,0.6308485645812696,1.0
3565,1490,0.16408871032599548,1.0
3565,1493,0.6845467336539376,1.0
3565,1571,0.5283538776958766,1.0
3565,1605,0.31426843483546885,1.0
3565,1803,0.48016512848349385,1.0
3565,1896,0.6371656094975595,1.0
3565,2205,0.413150964002933,1.0
3565,2885,0.5427452101096665,1.0
3565,3265,0.688904959433161,1.0
3565,3376,0.36743010394709313,1.0
3565,3559,0.6755312422502763,1.0
3565,3566,0.5104775660416407,1.0
3565,3577,0.5171645498036019,1.0
3565,3578,0.5987387519524122,1.0
3565,3659,0.6424884364415143,1.0
3565,3660,0.6020168062036968,1.0
3565,3958,0.555216999230463,1.0
3565,3976,0.525528109730216,1.0
3565,4018,0.3938817747717274,1.0
3565,4128,0.5648863306367061,1.0
3565,4312,0.7062145677951354,1.0
3565,4583,0.5016688193987776,1.0
3565,4585,0.6858933163783713,1.0
3565,4609,0.2130753386957041,1.0
3565,4792,0.7124735366839253,1.0
3565,4803,0.5269127357867561,1.0
3565,4843,0.447832325765566,1.0
3565,4846,0.6085842694007834,1.0
3565,4953,0.4876703475365785,1.0
3565,4982,0.6282068695928424,1.0
3565,5009,0.5230971161529052,1.0
3565,5054,0.16163150850340985,1.0
3565,5069,0.32733617874090915,1.0
3565,5141,0.47327360506428634,1.0
3565,5243,0.615736500731439,1.0
3565,5352,0.4034764530209126,1.0
3565,5468,0.648133249089223,1.0
3565,5595,0.6479535140877558,1.0
3565,5896,0.6812105424373082,1.0
3565,6352,0.4124381174371592,1.0
3565,6357,0.8065529232053514,1.0
3565,6362,0.8183746625970595,1.0
3565,6367,0.5778479238324353,1.0
3565,6369,0.5375462001702208,1.0
3565,6750,0.6449830511136079,1.0
3565,6850,0.5462454578278387,1.0
3565,7032,0.47588584285932717,1.0
3565,7039,0.45286476499607736,1.0
3565,7056,0.4315607722306205,1.0
3565,7070,0.621712456021434,1.0
3565,7076,0.34222070496266377,1.0
3565,7077,0.45374415204686547,1.0
3565,7294,0.44644608085003407,1.0
3565,7431,0.17987048900380143,1.0
3565,7454,0.7833836633732162,1.0
3565,7494,0.6067123176931204,1.0
3565,8531,0.06680362470872772,1.0
3565,8835,0.5618473746383239,1.0
3565,8850,0.2842809645996431,1.0
3565,8854,0.5025781251111259,1.0
3565,9429,0.6001508789438683,1.0
3565,9659,0.6780844691567286,1.0
3565,10202,0.5449842891457585,1.0
3565,55619,0.38643900599840597,1.0
3565,56603,0.5967715912588623,1.0
3565,59272,0.5518044837423332,1.0
3565,64092,0.49996427233365165,1.0
3565,80380,0.5333961344370876,1.0
3579,3577,0.46817413090514526,1.0
3579,4318,0.3488549357324402,1.0
3579,7124,0.45973355183036085,1.0
3586,207,0.3791236504222181,1.0
3586,921,0.5014761734474484,1.0
3586,1235,0.4686925133614067,1.0
3586,1493,0.4136150277670807,1.0
3586,1634,0.6658258954880404,1.0
3586,2209,0.41058485551231105,1.0
3586,2668,0.4934865018648468,1.0
3586,3589,0.6066837848604822,1.0
3586,3684,0.48871575524138755,1.0
3586,3716,0.454606049472268,1.0
3586,3930,0.3673559861647107,1.0
3586,4092,0.5509828557179367,1.0
3586,4154,0.8181163025657316,1.0
3586,4313,0.30660433260815634,1.0
3586,4582,0.5584837234217739,1.0
3586,4615,0.5590449480799529,1.0
3586,4792,0.5653882077134474,1.0
3586,4803,0.38066855442252534,1.0
3586,4846,0.4611541658910562,1.0
3586,5443,0.3867605235646513,1.0
3586,6352,0.3932767178022686,1.0
3586,6414,0.5541375639530267,1.0
3586,6590,0.6403578743236826,1.0
3586,6696,0.5709422618836333,1.0
3586,6868,0.6490926469943892,1.0
3586,7099,0.7374548322012138,1.0
3586,7297,0.4941586376202852,1.0
3586,7409,0.45328491218077915,1.0
3586,9260,0.3272103293526945,1.0
3586,9768,0.4573870018990823,1.0
3586,23590,0.5604768516336982,1.0
3586,50943,0.39735488585887135,1.0
3586,79931,0.3667857157571138,1.0
3596,290,0.48174239315448064,1.0
3596,947,0.5622521345927082,1.0
3596,948,0.5493918781189537,1.0
3596,1437,0.5109164847999081,1.0
3596,1803,0.6031726514619878,1.0
3596,2353,0.7970367740935598,1.0
3596,2908,0.41368111317040895,1.0
3596,3479,0.44039081944522124,1.0
3596,3596,0.6190294729620192,1.0
3596,3930,0.25135527264539886,1.0
3596,4254,0.664576817733683,1.0
3596,4583,0.6355140233250698,1.0
3596,4790,0.485042331441747,1.0
3596,4953,0.4751311402598953,1.0
3596,5468,0.8043610621917032,1.0
3596,5894,0.3965320319979417,1.0
3596,6098,0.6238470031918228,1.0
3596,6352,0.48635986750447624,1.0
3596,6362,0.4729576771732108,1.0
3596,6367,0.6049135137903882,1.0
3596,6369,0.7158014489612681,1.0
3596,6772,0.6787348611356243,1.0
3596,7356,0.6372931237562116,1.0
3596,8660,0.46104595456205905,1.0
3596,8854,0.48032506543473924,1.0
3596,9659,0.5747413881070383,1.0
3596,25803,0.5977570259882479,1.0
3596,51750,0.7042847360415678,1.0
3596,57152,0.6624850667918263,1.0
3600,943,0.42415836927544426,1.0
3600,947,0.5602471709783385,1.0
3600,1803,0.268912950136705,1.0
3600,3002,0.4837451003875728,1.0
3600,3565,0.33636914602025514,1.0
3600,3567,0.3659818965009418,1.0
3600,3578,0.40968320924859636,1.0
3600,3594,0.3181847737367517,1.0
3600,3824,0.5132710062607804,1.0
3600,4318,0.42146198843961635,1.0
3600,4790,0.490857212520318,1.0
3600,5743,0.5672137328397979,1.0
3600,5894,0.5050844366564842,1.0
3600,6347,0.4322571129987771,1.0
3600,6688,0.3933758361347359,1.0
3600,6772,0.45969669179337413,1.0
3600,6774,0.60536359262403,1.0
3600,6775,0.5229090934803587,1.0
3600,6850,0.4646905120127807,1.0
3600,7097,0.527532597619678,1.0
3600,7350,0.3598614747970903,1.0
3600,7852,0.692298694367026,1.0
3600,8651,0.40642567941541713,1.0
3600,8815,0.4960409854142173,1.0
3600,9846,0.417258354661742,1.0
3600,50943,0.28327513130561255,1.0
3600,79784,0.4521840461045679,1.0
3600,729230,0.3221267513733074,1.0
3606,196,0.469259650364613,1.0
3606,355,0.518959812363846,1.0
3606,959,0.5701273139259633,1.0
3606,1235,0.6446554929285899,1.0
3606,1386,0.32499245160797285,1.0
3606,1432,0.5526419773941463,1.0
3606,1437,0.46354864883424796,1.0
3606,3552,0.5100983742662186,1.0
3606,3600,0.5010646764008446,1.0
3606,3684,0.5969637070894085,1.0
3606,4254,0.5274158130816601,1.0
3606,4306,0.564237255528475,1.0
3606,4353,0.5556935148598028,1.0
3606,5054,0.4540669755225044,1.0
3606,5728,0.6747267001359707,1.0
3606,6352,0.6612316009044678,1.0
3606,6693,0.5836915362925877,1.0
3606,6774,0.4737371819924408,1.0
3606,7057,0.5635259717743862,1.0
3606,7422,0.5779896671991613,1.0
3606,80328,0.5249432313319172,1.0
3611,4313,0.679291340817912,1.0
3611,4318,0.5123434889349143,1.0
3611,4790,0.4033070042515744,1.0
3630,182,0.41979987299725346,1.0
3630,501,0.568797595070976,1.0
3630,6198,0.3900239209854355,1.0
3630,6443,0.5457134178511327,1.0
3630,23481,0.5461244346503429,1.0
3660,595,0.7053156710624321,1.0
3660,596,0.3965525053029285,1.0
3661,2648,0.4344055988819086,1.0
3661,3663,0.5889719666488418,1.0
3661,3665,0.5873562975247154,1.0
3661,4615,0.520569437419221,1.0
3661,4790,0.597967012113491,1.0
3661,8841,0.3682492555637743,1.0
3667,444,0.48329022072214656,1.0
3667,2885,0.6530932194252836,1.0
3667,6662,0.5336329975101209,1.0
3689,901,0.7395425837151501,1.0
3689,990,0.5066326358942046,1.0
3689,8558,0.40597099755934846,1.0
3717,695,0.7524788534874789,1.0
3717,1438,0.48322006751578855,1.0
3717,2353,0.5127368431719836,1.0
3717,3479,0.6037915910955989,1.0
3717,3659,0.39965966193974306,1.0
3717,4254,0.37714032058193386,1.0
3717,4609,0.5267965569791714,1.0
3717,4790,0.6272797699225007,1.0
3717,5594,0.492813304538722,1.0
3717,6688,0.45833166303732104,1.0
3717,8660,0.486118582310482,1.0
3827,301,0.5708301290705057,1.0
3827,353,0.19010760861012177,1.0
3827,796,0.5044027098514905,1.0
3827,1432,0.47593985861486143,1.0
3827,1605,0.18732822244938319,1.0
3827,2185,0.538381119938688,1.0
3827,2796,0.567603470143319,1.0
3827,3553,0.5400476862947383,1.0
3827,3576,0.559614072908029,1.0
3827,3577,0.6338543496161428,1.0
3827,3579,0.617010993357933,1.0
3827,3643,0.473693898736827,1.0
3827,4069,0.5302369250607895,1.0
3827,4082,0.4052224402516839,1.0
3827,4142,0.7403553931055127,1.0
3827,4318,0.49646342687511297,1.0
3827,4790,0.5615023085850369,1.0
3827,5338,0.47560246234378445,1.0
3827,5617,0.6097422759841479,1.0
3827,5742,0.6713316322793478,1.0
3827,5743,0.8332413687678256,1.0
3827,5972,0.6581339992648925,1.0
3827,7054,0.579086543522659,1.0
3827,7124,0.8168588324620181,1.0
3827,7431,0.46820031729861794,1.0
3827,8517,0.4628470882307124,1.0
3827,10898,0.7176861842051743,1.0
3827,23038,0.16672441907961588,1.0
3930,353,0.5997238715715262,1.0
3930,667,0.46085093381432307,1.0
3930,867,0.5173776547488159,1.0
3930,894,0.45292743650362854,1.0
3930,948,0.47841380736580574,1.0
3930,959,0.4121475578278437,1.0
3930,1019,0.5680315760728761,1.0
3930,1234,0.47132726274369874,1.0
3930,2131,0.4693377101559261,1.0
3930,2261,0.5735350150566134,1.0
3930,2353,0.7348565669637016,1.0
3930,2694,0.44931748018222034,1.0
3930,3383,0.6750660074085351,1.0
3930,3559,0.4564694179314336,1.0
3930,3562,0.41015798859795133,1.0
3930,3574,0.5673873785522875,1.0
3930,3606,0.4501208771872178,1.0
3930,3725,0.5172160353130656,1.0
3930,4049,0.4593496299983761,1.0
3930,4193,0.6153083178113765,1.0
3930,4306,0.7093812254489218,1.0
3930,4803,0.3586806184112312,1.0
3930,5179,0.6299914767252276,1.0
3930,5371,0.42893484257622605,1.0
3930,5468,0.5949967024536468,1.0
3930,5599,0.4000670712230043,1.0
3930,5788,0.5099935129184764,1.0
3930,6343,0.42673166653751343,1.0
3930,6352,0.5674346281166204,1.0
3930,6361,0.4050474103373084,1.0
3930,6404,0.5394917379234229,1.0
3930,7037,0.5803981228383798,1.0
3930,7178,0.5265696940174409,1.0
3930,7490,0.5698948006142753,1.0
3930,8600,0.4785861479608761,1.0
3930,8879,0.4808239539201152,1.0
3930,22978,0.5098713174089295,1.0
3930,54808,0.4991653863560285,1.0
3932,356,0.5331424433643389,1.0
3932,399,0.44091900783879784,1.0
3932,578,0.43595602328555505,1.0
3932,602,0.4615944760322614,1.0
3932,925,0.3605785306250954,1.0
3932,3702,0.6278188237176732,1.0
3932,4261,0.672790636379936,1.0
3932,5829,0.258706929204344,1.0
3932,6714,0.6236430580701287,1.0
3932,6774,0.38084488428930396,1.0
3932,7294,0.6913175258270096,1.0
3932,7535,0.663562967682251,1.0
3934,5468,0.48285610972687726,1.0
3939,7422,0.6419951967430251,1.0
3956,2021,0.6169330109467002,1.0
3956,2720,0.683613300172456,1.0
3956,3960,0.4137238365234745,1.0
3956,5599,0.38432538264764327,1.0
3956,5894,0.616774973739153,1.0
3956,8850,0.29253012317365285,1.0
3956,22915,0.37939512739009734,1.0
3958,268,0.6830995653859817,1.0
3958,595,0.6617524529390293,1.0
3958,596,0.5489797036283288,1.0
3958,1508,0.4149859651390948,1.0
3958,1956,0.41529030190266003,1.0
3958,3567,0.5488429482584699,1.0
3958,3960,0.4110240521633798,1.0
3958,4583,0.3886165696161009,1.0
3958,54205,0.540369250021035,1.0
3988,3569,0.5057735659775531,1.0
3988,3988,0.31475987562087976,1.0
4000,581,0.3443261378024185,1.0
4000,2010,0.3385994418892288,1.0
4000,4478,0.10609565657839143,1.0
4000,5140,0.4204815482140518,1.0
4000,6262,0.7406553295771661,1.0
4000,6352,0.5501011308556616,1.0
4023,348,0.4934238051490807,1.0
4046,2357,0.5052859679991162,1.0
4047,3783,0.47354247366200924,1.0
4047,4846,0.3933791708187145,1.0
4047,9531,0.5102601279200011,1.0
4067,867,0.39096459466688477,1.0
4067,2057,0.37258360265809753,1.0
4067,2534,0.5347458659332994,1.0
4067,4067,0.6718977620703735,1.0
4067,5894,0.30781079922523824,1.0
4067,6850,0.4533024920734999,1.0
4069,3558,0.5898546963351518,1.0
4069,84909,0.7314952105873691,1.0
4087,387,0.6215388765995327,1.0
4087,1490,0.41544518384850615,1.0
4087,3569,0.4844935940839823,1.0
4087,4088,0.4265147172682384,1.0
4087,4313,0.5877461030726385,1.0
4087,4323,0.4430361065836198,1.0
4087,5770,0.6893867900472838,1.0
4087,8646,0.4666495948232258,1.0
4088,387,0.6687205646427498,1.0
4088,675,0.5245210827950346,1.0
4088,2736,0.6275520279516653,1.0
4088,4256,0.6102972823327723,1.0
4088,4609,0.3634745986371397,1.0
4088,4656,0.574453423267757,1.0
4088,4853,0.5066499686713155,1.0
4088,6498,0.6136610007059768,1.0
4088,6876,0.5425080916392654,1.0
4088,7057,0.5170651202740394,1.0
4088,8434,0.6544637643225972,1.0
4088,10468,0.4391180166208716,1.0
4089,4087,0.42405493907596825,1.0
4089,4089,0.43148683689456846,1.0
4089,4486,0.5564586522924536,1.0
4089,4609,0.3502311779817418,1.0
4089,4853,0.5490264983156654,1.0
4089,9076,0.2521878134070229,1.0
4092,1490,0.2333340385448428,1.0
4092,64750,0.4905087692111995,1.0
4128,4128,0.2514495551923337,1.0
4129,4128,0.48550045238581163,1.0
4143,173,0.6788967930876213,1.0
4149,1116,0.3083261358478204,1.0
4149,5757,0.552673592915532,1.0
4149,6609,0.44247630114485603,1.0
4151,1445,0.31476279552505687,1.0
4151,1508,0.44144898529323834,1.0
4151,4151,0.6196657148436457,1.0
4151,6403,0.5994998972140804,1.0
4151,79784,0.6379399328452677,1.0
4154,3479,0.2279326509677192,1.0
4154,3586,0.655446077303813,1.0
4154,7124,0.6651187973401517,1.0
4154,10507,0.2896381453095005,1.0
4170,836,0.6274439823247565,1.0
4170,841,0.40105263556518395,1.0
4170,5599,0.5247024697522034,1.0
4170,8743,0.5697461472520455,1.0
4204,3486,0.25000705305468,1.0
4204,5468,0.21704366021779514,1.0
4204,9734,0.3737959832046439,1.0
4205,2523,0.30195552155276584,1.0
4205,3164,0.31284023883552936,1.0
4205,4654,0.4220225465821656,1.0
4205,9734,0.4911595503942815,1.0
4205,9759,0.4594403954528812,1.0
4254,650,0.46732775284142725,1.0
4254,695,0.5186497405948995,1.0
4254,930,0.49271841083312795,1.0
4254,969,0.5637124154287039,1.0
4254,990,0.4919513503995191,1.0
4254,1831,0.5573380541405921,1.0
4254,2057,0.4966677476682823,1.0
4254,2247,0.422255395957287,1.0
4254,2309,0.4459295089078476,1.0
4254,2353,0.5793547802158505,1.0
4254,2643,0.4957552460718184,1.0
4254,2691,0.44529749035999433,1.0
4254,3558,0.5503601276837347,1.0
4254,3565,0.513401969367441,1.0
4254,3586,0.473190367511105,1.0
4254,3676,0.44654135724168964,1.0
4254,3678,0.5188635934955167,1.0
4254,3684,0.5270803745651973,1.0
4254,4286,0.5025103269373521,1.0
4254,5225,0.40513576743164065,1.0
4254,5595,0.6293005844487852,1.0
4254,5599,0.4553815997780355,1.0
4254,5829,0.5528525656978853,1.0
4254,5979,0.5176542674730333,1.0
4254,6347,0.4737970949138708,1.0
4254,6352,0.60194079535359,1.0
4254,6356,0.46848725029176036,1.0
4254,6361,0.5861953463207072,1.0
4254,6367,0.5563379437514961,1.0
4254,6513,0.4970533197807279,1.0
4254,6772,0.29404212868764257,1.0
4254,7430,0.5820905334397494,1.0
4254,10018,0.41955669758203895,1.0
4254,10076,0.3739481237221164,1.0
4282,1432,0.746287990933196,1.0
4282,4313,0.475578583106022,1.0
4282,4613,0.4031098370744516,1.0
4286,596,0.44567358900896914,1.0
4286,2353,0.5609293356979556,1.0
4286,4157,0.5576714724099063,1.0
4286,4308,0.42353579623390847,1.0
4286,5080,0.4965083636910975,1.0
4286,6490,0.6502084777437629,1.0
4286,7306,0.6319722602341267,1.0
4286,7942,0.7012821436091399,1.0
4286,23705,0.5883514031753803,1.0
4292,4436,0.27948071859880275,1.0
4313,688,0.39575132109567,1.0
4313,2034,0.5549252391008751,1.0
4313,2247,0.5751500339719645,1.0
4313,2335,0.395358794535218,1.0
4313,2523,0.5692308932746218,1.0
4313,3958,0.46248271293040333,1.0
4313,4322,0.7059080951626306,1.0
4313,4852,0.5253005542735252,1.0
4313,7010,0.6132864642828678,1.0
4313,7042,0.5698979328312472,1.0
4313,7076,0.26281769836701213,1.0
4313,7124,0.6132539821914456,1.0
4313,55512,0.5531566786677311,1.0
4316,4313,0.5056354387857903,1.0
4316,4318,0.5448882551908976,1.0
4316,94025,0.577008480410051,1.0
4323,2246,0.6254314046578893,1.0
4323,4320,0.3810397044064232,1.0
4323,4322,0.3702184724938229,1.0
4323,5743,0.45021781537606353,1.0
4323,22915,0.6058655293037893,1.0
4436,667,0.4686693734069506,1.0
4436,4436,0.3711095055185985,1.0
4436,5378,0.4329470640344724,1.0
4488,650,0.5290505974932499,1.0
4488,860,0.5274620364644027,1.0
4488,1746,0.44136793220226544,1.0
4488,3458,0.6331733226080185,1.0
4488,3567,0.5876323475661959,1.0
4488,7021,0.5568628649870402,1.0
4488,7124,0.6144381534086598,1.0
4488,56675,0.2527753917808496,1.0
4507,4507,0.6329762776359584,1.0
4602,290,0.7140563520341182,1.0
4602,596,0.5061693993574711,1.0
4602,891,0.4535432476234113,1.0
4602,2623,0.5116247714804294,1.0
4602,2720,0.5293086448850307,1.0
4602,3309,0.44256958332097157,1.0
4602,3574,0.6882301084859753,1.0
4602,3600,0.6152271680885117,1.0
4602,4005,0.7439060185399113,1.0
4602,4609,0.556758830959566,1.0
4602,5743,0.6504239974772734,1.0
4602,6714,0.45883195673785016,1.0
4602,7422,0.5053901973398301,1.0
4602,8842,0.538210102352147,1.0
4602,27250,0.49275358617934895,1.0
4616,4193,0.8517447543834438,1.0
4616,5609,0.8815141146253256,1.0
4616,7157,0.25590224954339036,1.0
4771,207,0.4547194213428936,1.0
4771,960,0.39002087953083237,1.0
4771,2119,0.41313200821829976,1.0
4771,2261,0.4613888356450346,1.0
4771,2353,0.6894197065233406,1.0
4771,5617,0.6083429417790729,1.0
4781,1280,0.4854023742838747,1.0
4781,8829,0.5110748056849312,1.0
4783,7450,0.41930258372943435,1.0
4790,329,0.5966395584192999,1.0
4790,355,0.754062263974562,1.0
4790,356,0.4251191607730548,1.0
4790,367,0.6092748931399224,1.0
4790,387,0.5520735941709881,1.0
4790,472,0.422370352375323,1.0
4790,572,0.5196389631575535,1.0
4790,595,0.5098134618505747,1.0
4790,969,0.5282208191209528,1.0
4790,1154,0.36805803296402784,1.0
4790,1234,0.3901203910613692,1.0
4790,1647,0.06297447379807584,1.0
4790,1813,0.47638430882453364,1.0
4790,1827,0.577636439782794,1.0
4790,2053,0.5662680898153842,1.0
4790,2152,0.531670762864523,1.0
4790,2157,0.41891561646129044,1.0
4790,2208,0.5080266102657893,1.0
4790,2253,0.5459313575075458,1.0
4790,2335,0.5264406025396705,1.0
4790,2353,0.7403917738283351,1.0
4790,2475,0.5205109228277989,1.0
4790,2495,0.44653617841605503,1.0
4790,3091,0.48984361945693566,1.0
4790,3309,0.5333779887672728,1.0
4790,3385,0.47767747209994427,1.0
4790,3439,0.4964750500131796,1.0
4790,3552,0.5329015179362458,1.0
4790,3565,0.5736031650165343,1.0
4790,3606,0.6395478770364708,1.0
4790,3684,0.4904440649100494,1.0
4790,4049,0.47619651677744207,1.0
4790,4322,0.42420774466786526,1.0
4790,4602,0.473171925088199,1.0
4790,4615,0.5927547754786544,1.0
4790,4684,0.6108461754576384,1.0
4790,4772,0.3747555844087051,1.0
4790,4803,0.4868426470496214,1.0
4790,4851,0.35106343828916386,1.0
4790,5031,0.33930877275803173,1.0
4790,5037,0.4374888627514332,1.0
4790,5228,0.3916700655981127,1.0
4790,5336,0.4232076160086691,1.0
4790,5465,0.520270411808565,1.0
4790,5966,0.3759241732900599,1.0
4790,5970,0.6147756253890304,1.0
4790,6376,0.41855794739780816,1.0
4790,6403,0.579731117667693,1.0
4790,6469,0.4760512015565701,1.0
4790,6506,0.43961852946955776,1.0
4790,6687,0.5095006271264954,1.0
4790,6774,0.6005104181052549,1.0
4790,6776,0.45365925027481613,1.0
4790,7033,0.5366174942451065,1.0
4790,7076,0.35784639231000515,1.0
4790,7133,0.3912622032462266,1.0
4790,7189,0.5462348414984289,1.0
4790,7852,0.6383425450203499,1.0
4790,8517,0.4044677238586582,1.0
4790,8600,0.4679350865930609,1.0
4790,8743,0.41087904977523887,1.0
4790,8795,0.5704008972377137,1.0
4790,8870,0.49975885079285076,1.0
4790,9308,0.5591175006387781,1.0
4790,9734,0.5575043595092322,1.0
4790,10252,0.6005413204002503,1.0
4790,10930,0.4183371668589877,1.0
4790,23411,0.5381028413641332,1.0
4790,51176,0.5291017796317397,1.0
4790,64061,0.6334540356986125,1.0
4790,64116,0.4653539739204387,1.0
4790,64127,0.40818467505722833,1.0
4790,79727,0.413290785286172,1.0
4790,79930,0.5287529251055174,1.0
4792,3659,0.6422188065793639,1.0
4792,4313,0.7965719527568215,1.0
4835,7157,0.6385303599918047,1.0
4836,3960,0.5137199521981112,1.0
4869,3265,0.5331411188873355,1.0
4869,4869,0.5122944969534132,1.0
4907,2335,0.49892275111021706,1.0
4907,5411,0.6156357282050531,1.0
4907,7431,0.4328679025175586,1.0
4916,6714,0.4833009440492688,1.0
4942,1605,0.6408116555463834,1.0
4942,2147,0.5463509131315034,1.0
4976,345,0.35581678431912406,1.0
4976,1906,0.2610581404722784,1.0
4976,4976,0.7005959085827012,1.0
4976,5592,0.35015674445105976,1.0
5015,1406,0.5894718680062636,1.0
5015,2796,0.7015111901735326,1.0
5021,207,0.6817246094364257,1.0
5021,4846,0.45341784279622305,1.0
5021,5021,0.47507499299694567,1.0
5025,5025,0.49086258257448545,1.0
5029,2353,0.6494137309560788,1.0
5029,4846,0.7299349978750589,1.0
5029,5321,0.6072832739592566,1.0
5031,3576,0.7358910046093601,1.0
5036,5036,0.6717352573340711,1.0
5045,2515,0.5371554366045462,1.0
5045,3458,0.5270381376288674,1.0
5045,4313,0.5439447633433254,1.0
5045,6868,0.49898486701212585,1.0
5045,11005,0.688576937643435,1.0
5048,998,0.43299963279725634,1.0
5048,5048,0.807124129563553,1.0
5053,196,0.3504184899306917,1.0
5053,581,0.5893256740246858,1.0
5053,1544,0.6437732240477585,1.0
5053,1545,0.3459915913084501,1.0
5053,2534,0.4041598809634743,1.0
5053,3553,0.62682235248818,1.0
5053,4846,0.6651301153049375,1.0
5053,5311,0.4539135131496091,1.0
5053,5465,0.5436521769499854,1.0
5053,6098,0.4879446650666191,1.0
5053,7124,0.5136717274798186,1.0
5053,7157,0.5291160140055683,1.0
5053,9360,0.49282299665576884,1.0
5055,2147,0.755636921754045,1.0
5091,836,0.4165493592085262,1.0
5091,1385,0.47022812149787147,1.0
5091,1528,0.454317212273132,1.0
5091,1545,0.4910838281120409,1.0
5091,3156,0.6890918112958633,1.0
5091,3162,0.4027034501210108,1.0
5091,3383,0.5619884984788187,1.0
5091,3725,0.5360062336161383,1.0
5091,4842,0.8162448028656024,1.0
5091,4846,0.6331667969780908,1.0
5091,6347,0.8622158868354801,1.0
5091,6401,0.5372383397443675,1.0
5091,6571,0.7096942938596191,1.0
5091,7054,0.5287753723784668,1.0
5091,7157,0.6711003083085041,1.0
5091,8398,0.8355548379282506,1.0
5091,22882,0.6874255965369985,1.0
5092,6927,0.5387719384780645,1.0
5104,6319,0.48731714510966156,1.0
5104,7157,0.412201574084261,1.0
5104,7515,0.5271566019909275,1.0
5106,5106,0.711668802759134,1.0
5111,836,0.34743403042718424,1.0
5111,896,0.3079617178975302,1.0
5111,1021,0.7587439699757308,1.0
5111,1119,0.5137128465358082,1.0
5111,2099,0.42766078016683534,1.0
5111,2237,0.5693423581110536,1.0
5111,4605,0.6547026963553415,1.0
5111,4609,0.5408120900573801,1.0
5111,4790,0.5231665390013573,1.0
5111,5225,0.5469264264841751,1.0
5111,5468,0.4037053283232484,1.0
5111,5925,0.3747349558101788,1.0
5111,7350,0.48659896490964627,1.0
5111,51455,0.6042987726005173,1.0
5111,54808,0.43217913025840154,1.0
5111,79661,0.4491818950065704,1.0
5144,6262,0.48221362392762634,1.0
5159,25,0.6182113199478514,1.0
5159,2033,0.38130966085406837,1.0
5209,1201,0.4864201745213263,1.0
5209,5213,0.5751783534958473,1.0
5230,440,0.4390769312978611,1.0
5245,1956,0.3855679173142279,1.0
5264,55256,0.5404834633430773,1.0
5277,5277,0.4554489396232118,1.0
5291,207,0.5211497672654327,1.0
5291,5879,0.5360051679306003,1.0
5292,4790,0.7142627320793046,1.0
5292,7124,0.5187987708771145,1.0
5292,9429,0.6429319540920791,1.0
5294,207,0.5540917916341268,1.0
5294,5140,0.6118415633335104,1.0
5294,5879,0.41209922524808384,1.0
5300,5300,0.7163685478737781,1.0
5328,3553,0.548495786655512,1.0
5328,4313,0.45663032018746036,1.0
5329,133,0.12913400343137632,1.0
5329,207,0.5703091718458397,1.0
5329,581,0.23893590219363287,1.0
5329,836,0.5750051851265596,1.0
5329,842,0.7117002812996037,1.0
5329,1676,0.3783382885546839,1.0
5329,5747,0.4029295285159842,1.0
5329,5879,0.496001440242858,1.0
5329,54205,0.4081128676474833,1.0
5347,701,0.5272740143397808,1.0
5347,994,0.019109954425015223,1.0
5347,995,0.606927893929623,1.0
5347,3796,0.37449920618358945,1.0
5347,54801,0.6914012869669934,1.0
5371,4154,0.6670046569792043,1.0
5371,4193,0.39238793798707217,1.0
5371,8569,0.3893438610097508,1.0
5371,78996,0.5438138601269311,1.0
5411,1280,0.5540050615089697,1.0
5411,1557,0.609503946040904,1.0
5411,1576,0.5775721608949556,1.0
5411,5411,0.4681328990984559,1.0
5450,5362,0.46658591248729003,1.0
5460,1488,0.5524253553246036,1.0
5460,6391,0.40120749517660226,1.0
5460,6665,0.5828479589912062,1.0
5460,6774,0.8372331763584935,1.0
5460,22823,0.3543004874506276,1.0
5468,123,0.7105946821117888,1.0
5468,190,0.4976136795715953,1.0
5468,595,0.3930299189285942,1.0
5468,1647,0.4417198879333598,1.0
5468,1906,0.7063943001058894,1.0
5468,1956,0.33443799818228215,1.0
5468,2696,0.7830570573837061,1.0
5468,2806,0.4515344327905332,1.0
5468,3651,0.6853431553727609,1.0
5468,3659,0.711332106776935,1.0
5468,3713,0.4605032148457697,1.0
5468,3956,0.24747304493629801,1.0
5468,3991,0.7126780854540137,1.0
5468,4286,0.4703400851609978,1.0
5468,4609,0.25678052962764486,1.0
5468,5728,0.7793982464735119,1.0
5468,5972,0.5521663001356176,1.0
5468,6303,0.5465583525017534,1.0
5468,6319,0.6285037273977886,1.0
5468,6513,0.4794870764558261,1.0
5468,6514,0.4790168801447012,1.0
5468,6517,0.7337212593300947,1.0
5468,6662,0.6392743486804725,1.0
5468,7157,0.3347716660108934,1.0
5468,8431,0.5386777999589669,1.0
5468,9429,0.4458069345337629,1.0
5468,23659,0.4435880004711359,1.0
5468,30001,0.23746286465110567,1.0
5468,57104,0.5731286968007491,1.0
5468,64581,0.605133742810611,1.0
5478,682,0.4864471661157547,1.0
5478,3687,0.4880032540553195,1.0
5478,3827,0.5850160473359267,1.0
5499,672,0.49900091853252504,1.0
5501,1385,0.6220421022458054,1.0
5501,51451,0.450143222936302,1.0
