up,dn,Average Experimental Interactions ($\pi^\alpha$),Average Published Claims ($\hat\mu^\alpha$)
3053,5054,0.4931770294661156,1.0
3053,5068,0.5468057464714633,1.0
3053,6491,0.7041481605554984,1.0
3053,9146,0.4936649255533946,1.0
3065,31,0.4116904644926775,1.0
3065,238,0.5965207638513417,1.0
3065,688,0.45255129102773983,1.0
3065,858,0.5748318366826476,1.0
3065,1019,0.323450004605733,1.0
3065,2099,0.605750092773923,1.0
3065,2571,0.33187205928190894,1.0
3065,2597,0.5470377031064351,1.0
3065,3066,0.2891478924781338,1.0
3065,3559,0.5631855237279083,1.0
3065,4018,0.6347202390746807,1.0
3065,4092,0.5013793085258946,1.0
3065,5268,0.6720347634563415,1.0
3065,5310,0.4879619893708809,1.0
3065,5925,0.5533228484013718,1.0
3065,6001,0.5308001100042576,1.0
3065,7040,0.47041825225232065,1.0
3065,7341,0.4980844779105801,1.0
3065,7629,0.5397061041947067,1.0
3065,8434,0.45095079970899565,1.0
3065,8841,0.38477116653762483,1.0
3065,9219,0.4895398832951593,1.0
3065,9314,0.5924450395799868,1.0
3065,10401,0.4404005109669153,1.0
3065,10580,0.4840095708404689,1.0
3065,25855,0.51357799005392,1.0
3065,51588,0.7221174921738304,1.0
3065,53615,0.4449974882801029,1.0
3084,207,0.6503843543109745,1.0
3084,760,0.4663409794945692,1.0
3084,1000,0.46904837835991425,1.0
3084,1026,0.14860429945994286,1.0
3084,1956,0.5185062220613911,1.0
3084,2064,0.6248503015553407,1.0
3084,5604,0.29571671416894285,1.0
3084,6445,0.6102592897099455,1.0
3091,176,0.5016134466552767,1.0
3091,362,0.6380941888928574,1.0
3091,527,0.41685107270093547,1.0
3091,581,0.4794939504750378,1.0
3091,596,0.6309107105405515,1.0
3091,627,0.6509270406112295,1.0
3091,1026,0.3517401016444881,1.0
3091,1154,0.625512481939665,1.0
3091,1191,0.5703605973542185,1.0
3091,1312,0.4795439170599668,1.0
3091,1489,0.6288439181421381,1.0
3091,1735,0.5495830570602575,1.0
3091,1843,0.5987392038329222,1.0
3091,2022,0.45317648036153285,1.0
3091,2042,0.6196261877383373,1.0
3091,2048,0.5629661101300819,1.0
3091,2287,0.4284230930253787,1.0
3091,2321,0.5717142700390379,1.0
3091,2597,0.49456150900869306,1.0
3091,2670,0.555281575312335,1.0
3091,3002,0.6449776155653792,1.0
3091,3082,0.683599324351494,1.0
3091,3164,0.6530940743066073,1.0
3091,3429,0.5697343027668219,1.0
3091,3630,0.45247266670233866,1.0
3091,3725,0.57248229810506,1.0
3091,4170,0.46365673688036124,1.0
3091,4233,0.5232165728973366,1.0
3091,4282,0.28173867442742695,1.0
3091,4359,0.5457676243886328,1.0
3091,4486,0.6000919953593329,1.0
3091,4692,0.4667471583258844,1.0
3091,4776,0.6588463744818228,1.0
3091,4914,0.626039690143928,1.0
3091,5045,0.6397409052134408,1.0
3091,5054,0.5422741509294579,1.0
3091,5243,0.39591475353188366,1.0
3091,5321,0.5581610866013447,1.0
3091,5879,0.5260657585645736,1.0
3091,5925,0.7337865107311372,1.0
3091,6464,0.5339575439174702,1.0
3091,6667,0.6367372329889799,1.0
3091,6925,0.5680371744837152,1.0
3091,7043,0.7163804284405049,1.0
3091,7068,0.6445033461443281,1.0
3091,7150,0.599180725824831,1.0
3091,7341,0.6703328860901137,1.0
3091,7515,0.6506657293898908,1.0
3091,8190,0.4670437249921424,1.0
3091,8288,0.704967474306487,1.0
3091,8349,0.5176738352179585,1.0
3091,8872,0.3578143150495878,1.0
3091,10135,0.40756780673945936,1.0
3091,10397,0.720250240113376,1.0
3091,10519,0.44059660882192164,1.0
3091,10801,0.5120153342527909,1.0
3091,10855,0.5901338048725673,1.0
3091,10956,0.5199619286148708,1.0
3091,23621,0.5879738960253316,1.0
3091,25897,0.5241620032144781,1.0
3091,26355,0.48447785423125167,1.0
3091,27349,0.4053627768997853,1.0
3091,29116,0.5326455759494282,1.0
3091,50514,0.614946796079383,1.0
3091,51564,0.5406923818368896,1.0
3091,80705,0.6701807986088846,1.0
3093,329,0.4597083067316756,1.0
3093,997,0.5011127467905974,1.0
3093,998,0.45454032361452945,1.0
3093,1233,0.531640048515386,1.0
3093,1869,0.6444905850642078,1.0
3093,3064,0.5840154425453089,1.0
3093,3658,0.48872778378566584,1.0
3093,5004,0.4652634059415693,1.0
3093,7316,0.5250189357104945,1.0
3093,9700,0.5048337288316618,1.0
3098,185,0.5344575602892674,1.0
3098,760,0.2608373287759995,1.0
3098,1384,0.4976758600836632,1.0
3098,1950,0.5609788284181456,1.0
3098,1956,0.5958120166461169,1.0
3098,2064,0.4546496099168801,1.0
3098,2131,0.19607899899200032,1.0
3098,3848,0.4784764570120048,1.0
3098,6280,0.29096354595213614,1.0
3098,6869,0.49778502323759166,1.0
3098,8050,0.38803191599985254,1.0
3098,9261,0.48069301764963046,1.0
3105,174,0.5844050498300363,1.0
3105,182,0.37951169820760605,1.0
3105,928,0.3753716034019636,1.0
3105,1038,0.5454269304689127,1.0
3105,1048,0.38167235610879696,1.0
3105,1075,0.46388691305707247,1.0
3105,1437,0.4273865250510961,1.0
3105,1638,0.5591972090718684,1.0
3105,2120,0.5020990645997023,1.0
3105,2813,0.5041263062914716,1.0
3105,3123,0.47603053944055396,1.0
3105,3134,0.5523474316032997,1.0
3105,3265,0.4177781134673692,1.0
3105,3440,0.5175521389188504,1.0
3105,3558,0.4451876402995868,1.0
3105,4306,0.5429493192888921,1.0
3105,5068,0.5160539844810288,1.0
3105,5111,0.46593037102039925,1.0
3105,5901,0.2838487373333912,1.0
3105,6059,0.5434487578930286,1.0
3105,6277,0.4261152851905204,1.0
3105,6301,0.3810143177037312,1.0
3105,6555,0.5022187106153194,1.0
3105,6885,0.5853865909688309,1.0
3105,6892,0.533733141926497,1.0
3105,7015,0.538800154517813,1.0
3105,7096,0.5119921612547602,1.0
3105,7306,0.4942183972019695,1.0
3105,7913,0.5488380633986422,1.0
3105,8315,0.3345467563877477,1.0
3105,8615,0.5129068472863968,1.0
3105,9092,0.5758986835532311,1.0
3105,9260,0.46227133917681656,1.0
3105,9520,0.3524127710507823,1.0
3105,10232,0.3872457275208578,1.0
3105,10859,0.5285406100192706,1.0
3105,11333,0.5621951066845804,1.0
3105,29116,0.3982507727242504,1.0
3105,56245,0.5025976929639417,1.0
3105,79054,0.5069440333753493,1.0
3109,4261,0.6321022933006215,1.0
3115,3119,0.48222460561297176,1.0
3115,3123,0.43361246353423355,1.0
3115,6257,0.4803661897447531,1.0
3115,6915,0.6024633500126104,1.0
3122,920,0.5711955732996485,1.0
3122,1154,0.5366592926512256,1.0
3123,142,0.5041874591059292,1.0
3123,434,0.5645009283233721,1.0
3123,638,0.3166901626880224,1.0
3123,718,0.41775046988298403,1.0
3123,760,0.4786991559140952,1.0
3123,841,0.522528176170834,1.0
3123,947,0.4168471826033946,1.0
3123,996,0.4541316834015582,1.0
3123,1026,0.562364770767942,1.0
3123,1234,0.3742627227515368,1.0
3123,1388,0.5383406860244834,1.0
3123,1401,0.45201291881176625,1.0
3123,1493,0.4814995400060785,1.0
3123,1555,0.4717261439426388,1.0
3123,1589,0.5025337725906663,1.0
3123,1737,0.6831385364443904,1.0
3123,1773,0.4303779676621329,1.0
3123,1811,0.5588208332436143,1.0
3123,2028,0.5862948270091445,1.0
3123,3082,0.5297061426246276,1.0
3123,3108,0.49145479572513373,1.0
3123,3117,0.634885687651499,1.0
3123,3119,0.44125656171396016,1.0
3123,3169,0.6178430066093211,1.0
3123,3350,0.5891491901772398,1.0
3123,3486,0.4034097035180188,1.0
3123,3552,0.47627108320436284,1.0
3123,3700,0.525387414418402,1.0
3123,3725,0.43323208328578,1.0
3123,3872,0.4502417710911349,1.0
3123,3938,0.5585871169187899,1.0
3123,4049,0.5479741814310692,1.0
3123,4153,0.44190251409814557,1.0
3123,4210,0.593458628097823,1.0
3123,4218,0.4146292527424218,1.0
3123,4353,0.4944184582101392,1.0
3123,4547,0.40306309401646184,1.0
3123,4855,0.5738809126171994,1.0
3123,4860,0.49621254719427893,1.0
3123,5340,0.3696333316035333,1.0
3123,5468,0.7709869688901665,1.0
3123,5664,0.6800760957594952,1.0
3123,5725,0.3736900955030861,1.0
3123,5798,0.5901688145703625,1.0
3123,5914,0.34272316401392855,1.0
3123,5917,0.41000601642384166,1.0
3123,5970,0.5180443616036948,1.0
3123,6295,0.501432875913914,1.0
3123,6354,0.49491112555869804,1.0
3123,6445,0.48900156887864815,1.0
3123,6503,0.43538803348149974,1.0
3123,6504,0.5118493347675537,1.0
3123,6624,0.44056371530277705,1.0
3123,6868,0.5199888760948925,1.0
3123,6890,0.4898055683286636,1.0
3123,6891,0.43290536679968405,1.0
3123,7025,0.46844574965234115,1.0
3123,7052,0.4899996805171852,1.0
3123,7124,0.5499301926195944,1.0
3123,7150,0.5782223631657543,1.0
3123,7167,0.3003006583908006,1.0
3123,7173,0.5757323671125378,1.0
3123,7181,0.5763545775037546,1.0
3123,7182,0.506712749519243,1.0
3123,7299,0.5017579661952384,1.0
3123,7421,0.5535384727507044,1.0
3123,7515,0.5468706186887673,1.0
3123,8837,0.6604904782460106,1.0
3123,11076,0.42235157261745226,1.0
3123,23019,0.4563953602272634,1.0
3123,23569,0.49991238866302684,1.0
3123,29980,0.5150035725880497,1.0
3123,55149,0.5362449968938723,1.0
3123,56245,0.4983595060192125,1.0
3123,57332,0.5901499235973316,1.0
3125,10855,0.6161625044496799,1.0
3127,3596,0.7037159140138659,1.0
3131,1384,0.5059470149033929,1.0
3131,1628,0.5850415289495278,1.0
3131,2056,0.6401877118264006,1.0
3131,3569,0.8653453242648095,1.0
3131,4680,0.49441627898209656,1.0
3131,6382,0.5650206424334303,1.0
3131,23705,0.9412527422411342,1.0
3146,190,0.5668044167456238,1.0
3146,197,0.5794272260618333,1.0
3146,810,0.7014235488652265,1.0
3146,902,0.3549049079566865,1.0
3146,920,0.6385155656131892,1.0
3146,947,0.606824061742762,1.0
3146,1773,0.46832310969574487,1.0
3146,1832,0.5494915761362986,1.0
3146,1950,0.6911929493294752,1.0
3146,2523,0.3784987027562765,1.0
3146,2690,0.6674061499520432,1.0
3146,3149,0.5029747656208216,1.0
3146,3156,0.48616578660189486,1.0
3146,3456,0.5240566923114389,1.0
3146,3458,0.5053527902889037,1.0
3146,3569,0.5710631775703225,1.0
3146,3981,0.6891898563320896,1.0
3146,4179,0.614964407398837,1.0
3146,4218,0.5902504339104211,1.0
3146,4843,0.4731302043549105,1.0
3146,5241,0.455145155565176,1.0
3146,5515,0.40244187753541044,1.0
3146,5610,0.33417394955652446,1.0
3146,5891,0.5641559609861386,1.0
3146,5896,0.5560980453795,1.0
3146,6660,0.4612424435495605,1.0
3146,6741,0.40978060656254756,1.0
3146,8694,0.31938488406989773,1.0
3146,23415,0.7197160817591747,1.0
3146,50943,0.598173582510961,1.0
3146,51083,0.5782964393724808,1.0
3146,51176,0.6265612034988841,1.0
3146,54210,0.5129799014871332,1.0
3146,55922,0.4728039703424027,1.0
3148,7326,0.4721861216153826,1.0
3156,267,0.39942232713463816,1.0
3156,355,0.7675447862115268,1.0
3156,833,0.6548621901719075,1.0
3156,1805,0.37906395118858055,1.0
3156,1917,0.43790031266891316,1.0
3156,2051,0.40838464968829186,1.0
3156,3148,0.36618503890665866,1.0
3156,3157,0.1410668707661999,1.0
3156,3158,0.5046931996971662,1.0
3156,3265,0.5775664238991886,1.0
3156,3309,0.546281595719567,1.0
3156,3339,0.6171954446050884,1.0
3156,3458,0.5205565897499371,1.0
3156,3479,0.47131685887462854,1.0
3156,3630,0.6860716900694493,1.0
3156,3991,0.41510584835674885,1.0
3156,4018,0.619723807263731,1.0
3156,4023,0.58826089323223,1.0
3156,4321,0.8083482254791798,1.0
3156,4982,0.48050112400398565,1.0
3156,5468,0.4477202011608089,1.0
3156,5828,0.5079917537305516,1.0
3156,6010,0.7054543374676432,1.0
3156,6693,0.6428394190887198,1.0
3156,6713,0.38357641921950897,1.0
3156,23269,0.4416041543130476,1.0
3156,51083,0.5718520141438055,1.0
3156,84909,0.6083785202681263,1.0
3158,2641,0.48165970110768175,1.0
3158,3157,0.3359118805813126,1.0
3159,672,0.5359252720740634,1.0
3159,960,0.5863764097372828,1.0
3159,983,0.3273474201862356,1.0
3159,1051,0.3147490563901725,1.0
3159,1371,0.4538539761623452,1.0
3159,1410,0.5493318804992379,1.0
3159,2155,0.5633429343144656,1.0
3159,3122,0.5866543959786119,1.0
3159,3558,0.5488364691062355,1.0
3159,3725,0.6344425843275,1.0
3159,6667,0.5897089867612795,1.0
3159,7157,0.33927000319929945,1.0
3159,7507,0.5603235596739823,1.0
3159,8091,0.6509117532201228,1.0
3159,28996,0.5499684958013158,1.0
3161,54552,0.6521931587788274,1.0
3162,185,0.6274552465686681,1.0
3162,207,0.24255826068018121,1.0
3162,348,0.4525103271870955,1.0
3162,760,0.5046103442351711,1.0
3162,920,0.513341907062797,1.0
3162,958,0.5623966598997655,1.0
3162,1154,0.6016864143110219,1.0
3162,1371,0.6058316807941679,1.0
3162,1398,0.5252706305690942,1.0
3162,1536,0.6766983543058409,1.0
3162,1571,0.5291267744594179,1.0
3162,1636,0.6483817659118177,1.0
3162,1791,0.6157567513174715,1.0
3162,1917,0.3697024872059366,1.0
3162,2004,0.3219131688791176,1.0
3162,2026,0.5377042033614092,1.0
3162,2114,0.4730886114365865,1.0
3162,2592,0.5035135298070432,1.0
3162,2852,0.5624340045414324,1.0
3162,3002,0.5999889572832674,1.0
3162,3250,0.584377267958798,1.0
3162,3257,0.5552020142276184,1.0
3162,3309,0.4226609146656368,1.0
3162,3329,0.2721712947951618,1.0
3162,3558,0.6591833026101039,1.0
3162,3569,0.6407647302976772,1.0
3162,3586,0.7226775612428126,1.0
3162,3606,0.5095638692022991,1.0
3162,3630,0.6634407860643441,1.0
3162,4094,0.4195609037713649,1.0
3162,4133,0.72172530887732,1.0
3162,4155,0.48408440996276436,1.0
3162,4283,0.6880391186141147,1.0
3162,4680,0.4835198122617345,1.0
3162,4780,0.5608558323000076,1.0
3162,5111,0.21985007382455174,1.0
3162,5266,0.4759504910923272,1.0
3162,5465,0.6698253943250905,1.0
3162,5617,0.5778323137567792,1.0
3162,6296,0.6095520606812144,1.0
3162,6464,0.5138072953860869,1.0
3162,6774,0.7840247020023537,1.0
3162,7299,0.4056160389781048,1.0
3162,7369,0.49184712260431207,1.0
3162,7408,0.6936233924470759,1.0
3162,23657,0.504953006272674,1.0
3162,25897,0.664489138126302,1.0
3162,26073,0.4926739973322259,1.0
3162,26503,0.6779091184508585,1.0
3162,64135,0.6287739944763302,1.0
3163,641,0.5150458143290001,1.0
3163,3938,0.5066642114708295,1.0
3163,50507,0.405232305108126,1.0
3163,84909,0.4898444323439087,1.0
3171,1050,0.46008493214775176,1.0
3171,2538,0.6050558413228733,1.0
3171,6928,0.42628266429833594,1.0
3172,213,0.9033548119016112,1.0
3172,345,0.9791109523644318,1.0
3172,1154,0.8428912554573404,1.0
3172,1401,0.7554062661816565,1.0
3172,1576,0.8295918846529324,1.0
3172,1581,0.5864963694312009,1.0
3172,1593,0.8581354078042847,1.0
3172,2048,0.7108829690656389,1.0
3172,2160,0.9578886041335076,1.0
3172,2494,0.7678290757655963,1.0
3172,2571,0.2796334984621742,1.0
3172,2678,0.3236728048410094,1.0
3172,2690,0.317198961057444,1.0
3172,3174,0.9003869594177563,1.0
3172,3175,0.728264385685784,1.0
3172,3553,0.7329849291143258,1.0
3172,3651,0.7509234533024288,1.0
3172,3990,0.5882253679797895,1.0
3172,5225,0.44668950867181445,1.0
3172,5335,0.2088442974164726,1.0
3172,5967,0.7271540068482377,1.0
3172,6580,0.6589452732217078,1.0
3172,6928,0.7260648538618687,1.0
3172,7276,0.6787262761055174,1.0
3172,8431,0.9395645815234961,1.0
3172,9154,0.9132522980311077,1.0
3172,9970,0.9391587800283523,1.0
3172,10864,0.9601290594737638,1.0
3172,10998,0.22002150660723307,1.0
3176,914,0.5497791608531925,1.0
3176,3067,0.5937362059096823,1.0
3176,7172,0.5337991278308599,1.0
3176,10993,0.463580558432181,1.0
3176,80896,0.47150082687832384,1.0
3198,2688,0.7402937604921643,1.0
3198,3211,0.7562405990028513,1.0
3199,3198,0.38483069148137283,1.0
3199,4004,0.4792234783433008,1.0
3199,10736,0.6121975420201505,1.0
3202,1154,0.48818284319488525,1.0
3202,3203,0.30236192349145397,1.0
3202,3484,0.41762471135520896,1.0
3202,5764,0.3358040746406906,1.0
3202,7157,0.5040751401032334,1.0
3203,3202,0.3441818493186567,1.0
3203,3215,0.5310080974084272,1.0
3205,947,0.4214433951602807,1.0
3205,1046,0.5960249785573898,1.0
3205,3204,0.5089833167401137,1.0
3205,5292,0.682496237447717,1.0
3205,6401,0.4214682407824972,1.0
3205,23512,0.42583519758788024,1.0
3205,29116,0.4257941523983947,1.0
3206,2523,0.4211102556679982,1.0
3206,3236,0.4581693848156272,1.0
3206,4638,0.43179109560543455,1.0
3206,7421,0.40769144834758214,1.0
3215,3569,0.5818125694022709,1.0
3215,3791,0.3790951793632598,1.0
3215,29116,0.5660791108670286,1.0
3215,79038,0.38862177757122296,1.0
3217,1387,0.4307392890483442,1.0
3217,2260,0.5725872353501891,1.0
3217,3223,0.3550238071580165,1.0
3217,5087,0.4154563533140741,1.0
3225,3218,0.8365245338403665,1.0
3225,3224,0.8008583005344867,1.0
3242,48,0.4239446670215286,1.0
3242,182,0.49342024390678196,1.0
3242,914,0.46132208889079557,1.0
3242,928,0.6192843110237678,1.0
3242,1950,0.5490946473754031,1.0
3242,2047,0.5640699535112917,1.0
3242,2520,0.5053594923376947,1.0
3242,2523,0.5261174986060939,1.0
3242,2643,0.5128021585416028,1.0
3242,2796,0.5194553490223216,1.0
3242,3162,0.5221617320050144,1.0
3242,3320,0.5526016425056841,1.0
3242,3586,0.530448774554032,1.0
3242,3976,0.39761152994903526,1.0
3242,4050,0.5270830812197449,1.0
3242,4069,0.5745078494936583,1.0
3242,4158,0.5810750375313697,1.0
3242,4306,0.5294896474545477,1.0
3242,4312,0.7021374966289979,1.0
3242,4852,0.428552921483282,1.0
3242,5443,0.5350954213943011,1.0
3242,5662,0.5344112400648883,1.0
3242,5725,0.2755515926257787,1.0
3242,6295,0.6634538178990058,1.0
3242,6532,0.4733789189544587,1.0
3242,6908,0.5372330635655045,1.0
3242,7412,0.3776573162150667,1.0
3242,10578,0.48302982655039156,1.0
3242,146227,0.5400669631826642,1.0
3248,999,0.5455844119472354,1.0
3248,5226,0.6166092834147626,1.0
3249,914,0.40730504124380773,1.0
3249,4860,0.4960972466804482,1.0
3249,5251,0.41442597853339874,1.0
3249,7515,0.3571792839021468,1.0
3249,164656,0.4937391628138163,1.0
3251,641,0.4020713151872099,1.0
3251,1154,0.6039201942338094,1.0
3251,2068,0.658974737540518,1.0
3251,2539,0.45091178912971697,1.0
3251,3358,0.4822213536956257,1.0
3251,4221,0.48454867866701573,1.0
3251,4494,0.3477947690694129,1.0
3251,5230,0.4620184672846653,1.0
3251,5595,0.5612441662928835,1.0
3251,5634,0.38037234091553235,1.0
3251,7035,0.5007096562166894,1.0
3251,7317,0.3582806658828668,1.0
3265,186,0.6855776355683991,1.0
3265,207,0.5443059699849936,1.0
3265,239,0.5971453936144596,1.0
3265,672,0.39022308438598086,1.0
3265,760,0.5657377517836363,1.0
3265,761,0.7243131942764853,1.0
3265,847,0.4487321805066464,1.0
3265,891,0.5110538916320191,1.0
3265,900,0.41492904573745965,1.0
3265,921,0.7182562085496024,1.0
3265,923,0.5866471079120688,1.0
3265,925,0.6797477403277106,1.0
3265,969,0.6653903894067892,1.0
3265,993,0.4494869341164164,1.0
3265,1019,0.3013973462516281,1.0
3265,1081,0.5062150012020521,1.0
3265,1154,0.46907835039485685,1.0
3265,1191,0.4240930164415151,1.0
3265,1287,0.5963420741877336,1.0
3265,1371,0.52157249912013,1.0
3265,1398,0.20724195257256262,1.0
3265,1436,0.5511447346189039,1.0
3265,1500,0.5157802663805903,1.0
3265,1758,0.6086148460682301,1.0
3265,1805,0.502221052420592,1.0
3265,1807,0.4922645477776734,1.0
3265,2064,0.3663624258752346,1.0
3265,2107,0.4288785558150367,1.0
3265,2335,0.3603229713704626,1.0
3265,2597,0.40656296414111937,1.0
3265,2619,0.6509126394181326,1.0
3265,2669,0.28761667544814307,1.0
3265,2735,0.5732377991628891,1.0
3265,2888,0.5256260049983522,1.0
3265,2903,0.6080427981928967,1.0
3265,3105,0.5059629968019196,1.0
3265,3156,0.41193001269494434,1.0
3265,3192,0.3423837283428721,1.0
3265,3273,0.5909806516113703,1.0
3265,3383,0.7823285756730264,1.0
3265,3429,0.49069014099186326,1.0
3265,3479,0.4037858927126109,1.0
3265,3547,0.46728513033368285,1.0
3265,3567,0.5640748523428242,1.0
3265,3574,0.7200533957566383,1.0
3265,3621,0.37336842973551865,1.0
3265,3717,0.5751069804125662,1.0
3265,3860,0.5144025360040826,1.0
3265,3861,0.6294873930825768,1.0
3265,3956,0.3983383928637023,1.0
3265,4043,0.2861296138456375,1.0
3265,4313,0.5371431248476741,1.0
3265,4609,0.6492427441956314,1.0
3265,4758,0.5712679187028249,1.0
3265,4803,0.377809171416138,1.0
3265,4842,0.6525162837720583,1.0
3265,5058,0.9036416831416882,1.0
3265,5111,0.15050351921223515,1.0
3265,5321,0.40525861735943464,1.0
3265,5329,0.5836529637210608,1.0
3265,5345,0.32110872866589324,1.0
3265,5468,0.3743197073769964,1.0
3265,5536,0.6849481261928396,1.0
3265,5594,0.5432450041016659,1.0
3265,5595,0.512792938170676,1.0
3265,5604,0.34984726574368685,1.0
3265,5744,0.5075210494225805,1.0
3265,5898,0.4522185895683106,1.0
3265,5925,0.3936490564158372,1.0
3265,5970,0.6748228012463201,1.0
3265,6120,0.5207090158287765,1.0
3265,6279,0.6512047035295496,1.0
3265,6317,0.6929244376762831,1.0
3265,6347,0.7034290646111505,1.0
3265,6464,0.5126249236170975,1.0
3265,6513,0.39211626833492297,1.0
3265,6624,0.48647549922989214,1.0
3265,6667,0.6304618999720469,1.0
3265,6714,0.9399826436838606,1.0
3265,6855,0.3849654454709533,1.0
3265,6898,0.6128100049865406,1.0
3265,6900,0.4331136674419471,1.0
3265,7039,0.4357051957363139,1.0
3265,7124,0.6466676438182055,1.0
3265,7409,0.62559079789732,1.0
3265,7412,0.5715375749375111,1.0
3265,7431,0.4113769001781796,1.0
3265,8036,0.28319967612519537,1.0
3265,8349,0.4820952696380908,1.0
3265,10023,0.4981164413682496,1.0
3265,10598,0.31511080850473056,1.0
3265,10902,0.36158541022403323,1.0
3265,11146,0.5093739605720548,1.0
3265,23463,0.6202514000396987,1.0
3265,27250,0.3833988176174533,1.0
3265,51761,0.5164205562123984,1.0
3265,57192,0.893273244817117,1.0
3265,57599,0.7318655021821086,1.0
3265,92140,0.4372445517567166,1.0
3269,43,0.5496157008842706,1.0
3269,1398,0.5534652661998859,1.0
3269,1652,0.4384977858172594,1.0
3269,6750,0.3845419998193297,1.0
3275,2099,0.5926246929412166,1.0
3281,3297,0.5750436276882924,1.0
3294,26206,0.5985410386877421,1.0
3295,338,0.6388384941955075,1.0
3295,434,0.4850400863480998,1.0
3295,722,0.5087235231268292,1.0
3295,795,0.5658970662321995,1.0
3295,1435,0.4223932629316549,1.0
3295,1557,0.6082487519379164,1.0
3295,1576,0.5192331848149853,1.0
3295,2168,0.6151225633810574,1.0
3295,3294,0.5865624555373244,1.0
3295,3929,0.5875475115222281,1.0
3295,5053,0.537134109055891,1.0
3295,5187,0.556077626929084,1.0
3295,5270,0.5255253998354394,1.0
3295,6662,0.4740506480717093,1.0
3295,6742,0.5085480647190218,1.0
3297,185,0.437121402173395,1.0
3297,213,0.5013140199208794,1.0
3297,283,0.6297371344996856,1.0
3297,760,0.5590357760845442,1.0
3297,836,0.5117453165432081,1.0
3297,1410,0.3561536756444875,1.0
3297,1843,0.4934480095529689,1.0
3297,1874,0.6814284463627724,1.0
3297,2048,0.2863969510409371,1.0
3297,2932,0.3817270487244803,1.0
3297,3043,0.5842627964571182,1.0
3297,3315,0.8471354665610951,1.0
3297,3560,0.5208107827758207,1.0
3297,3569,0.6280223035148012,1.0
3297,5465,0.6489550924415106,1.0
3297,5743,0.7612293107826651,1.0
3297,6908,0.40807315872201083,1.0
3297,7157,0.3896576601782169,1.0
3297,7299,0.4210012756254148,1.0
3297,7341,0.512713336617312,1.0
3297,10313,0.4519563010233154,1.0
3297,10928,0.5018660253478132,1.0
3298,7295,0.5378462188327809,1.0
3298,11077,0.7075403006620075,1.0
3300,6010,0.5393603213454888,1.0
3313,125,0.45294245151126583,1.0
3313,189,0.4659680487363714,1.0
3313,727,0.49269465085342873,1.0
3313,959,0.4215205678085139,1.0
3313,4988,0.3625273362962073,1.0
3313,5878,0.5295194327747677,1.0
3313,6232,0.5441105160295001,1.0
3313,6908,0.6463121212519468,1.0
3313,7422,0.40590992558628347,1.0
3313,51083,0.5163129958860357,1.0
3313,51586,0.6731607474746346,1.0
3320,25,0.36178472711885123,1.0
3320,317,0.4725058451192236,1.0
3320,324,0.3970017786055758,1.0
3320,354,0.46932159683846103,1.0
3320,367,0.5063738111628803,1.0
3320,434,0.5549842921554948,1.0
3320,467,0.47409169087392705,1.0
3320,596,0.3468355221820274,1.0
3320,808,0.5718306002499907,1.0
3320,900,0.5801458923957852,1.0
3320,959,0.6704210434702227,1.0
3320,1019,0.5353865981691351,1.0
3320,1119,0.31979735418241606,1.0
3320,1154,0.5112110172978969,1.0
3320,1269,0.5806293771587865,1.0
3320,1571,0.5262295035593678,1.0
3320,1719,0.5818047071528745,1.0
3320,2064,0.40595990497029655,1.0
3320,2246,0.4662192660222932,1.0
3320,2288,0.375872947362622,1.0
3320,3082,0.5580646578065855,1.0
3320,3315,0.45915060859588386,1.0
3320,3326,0.32504442475515266,1.0
3320,3337,0.374690646815081,1.0
3320,3437,0.5543822277546082,1.0
3320,3551,0.5117685434475298,1.0
3320,3569,0.4640483568805925,1.0
3320,3611,0.48119485584515465,1.0
3320,3630,0.36868533127052217,1.0
3320,3725,0.39111721679398337,1.0
3320,3791,0.5659204100646372,1.0
3320,3811,0.550371819747741,1.0
3320,3932,0.5093211869478566,1.0
3320,4193,0.5051332475843009,1.0
3320,4233,0.42551942977667206,1.0
3320,4313,0.5350745973160325,1.0
3320,4318,0.40899734495296525,1.0
3320,4342,0.5732239799792425,1.0
3320,4803,0.4503177501859325,1.0
3320,4843,0.33367989584113145,1.0
3320,4869,0.52643156779463,1.0
3320,5111,0.4428479103720717,1.0
3320,5156,0.4222873669947424,1.0
3320,5241,0.4764981878621068,1.0
3320,5610,0.6083039529938021,1.0
3320,5618,0.5690703681806745,1.0
3320,5861,0.4258916318974585,1.0
3320,5879,0.4278033383730529,1.0
3320,5891,0.7965663145954145,1.0
3320,6187,0.4740618089477105,1.0
3320,6446,0.496539432927665,1.0
3320,6794,0.401594407128793,1.0
3320,6885,0.5819524753932656,1.0
3320,7132,0.435454355076176,1.0
3320,7175,0.5478216138626864,1.0
3320,7178,0.5016199632703685,1.0
3320,7299,0.6059348048340711,1.0
3320,7422,0.385266945233823,1.0
3320,8517,0.5500227717825065,1.0
3320,8737,0.5269115131180373,1.0
3320,8976,0.3461008341880547,1.0
3320,9001,0.4686025147558765,1.0
3320,9132,0.4859699500076604,1.0
3320,10963,0.4221819002735251,1.0
3320,10972,0.4564844477915117,1.0
3320,11043,0.5524021720216175,1.0
3320,23770,0.5263335761215485,1.0
3320,55034,0.4823430176101097,1.0
3320,55164,0.45248601220775503,1.0
3320,55898,0.5333163341638719,1.0
3320,57332,0.4710526304752218,1.0
3320,57591,0.5714620452990485,1.0
3320,64754,0.3741294141306064,1.0
